Nytimes,1987,0000019.xml
Nytimes,1987,0000100.xml
Nytimes,1987,0000124.xml
Nytimes,1987,0000126.xml
Nytimes,1987,0000269.xml
Nytimes,1987,0000290.xml
Nytimes,1987,0000297.xml
Nytimes,1987,0000368.xml
Nytimes,1987,0000394.xml
Nytimes,1987,0000427.xml
Nytimes,1987,0000481.xml
Nytimes,1987,0000518.xml
Nytimes,1987,0000598.xml
Nytimes,1987,0000637.xml
Nytimes,1987,0000684.xml
Nytimes,1987,0000882.xml
Nytimes,1987,0000956.xml
Nytimes,1987,0001026.xml
Nytimes,1987,0001034.xml
Nytimes,1987,0001133.xml
Nytimes,1987,0001168.xml
Nytimes,1987,0001174.xml
Nytimes,1987,0001185.xml
Nytimes,1987,0001391.xml
Nytimes,1987,0001408.xml
Nytimes,1987,0001429.xml
Nytimes,1987,0001738.xml
Nytimes,1987,0001807.xml
Nytimes,1987,0001836.xml
Nytimes,1987,0001874.xml
Nytimes,1987,0001961.xml
Nytimes,1987,0001978.xml
Nytimes,1987,0002050.xml
Nytimes,1987,0002112.xml
Nytimes,1987,0002120.xml
Nytimes,1987,0002122.xml
Nytimes,1987,0002126.xml
Nytimes,1987,0002153.xml
Nytimes,1987,0002221.xml
Nytimes,1987,0002330.xml
Nytimes,1987,0002426.xml
Nytimes,1987,0002516.xml
Nytimes,1987,0002543.xml
Nytimes,1987,0002563.xml
Nytimes,1987,0002568.xml
Nytimes,1987,0002587.xml
Nytimes,1987,0002637.xml
Nytimes,1987,0002735.xml
Nytimes,1987,0002748.xml
Nytimes,1987,0002755.xml
Nytimes,1987,0002825.xml
Nytimes,1987,0002924.xml
Nytimes,1987,0002990.xml
Nytimes,1987,0003207.xml
Nytimes,1987,0003211.xml
Nytimes,1987,0003313.xml
Nytimes,1987,0003329.xml
Nytimes,1987,0003373.xml
Nytimes,1987,0003406.xml
Nytimes,1987,0003517.xml
Nytimes,1987,0003655.xml
Nytimes,1987,0003712.xml
Nytimes,1987,0003739.xml
Nytimes,1987,0003766.xml
Nytimes,1987,0003801.xml
Nytimes,1987,0003844.xml
Nytimes,1987,0003867.xml
Nytimes,1987,0003966.xml
Nytimes,1987,0004033.xml
Nytimes,1987,0004071.xml
Nytimes,1987,0004101.xml
Nytimes,1987,0004152.xml
Nytimes,1987,0004208.xml
Nytimes,1987,0004260.xml
Nytimes,1987,0004350.xml
Nytimes,1987,0004355.xml
Nytimes,1987,0004359.xml
Nytimes,1987,0004363.xml
Nytimes,1987,0004391.xml
Nytimes,1987,0004451.xml
Nytimes,1987,0004497.xml
Nytimes,1987,0004501.xml
Nytimes,1987,0004642.xml
Nytimes,1987,0004706.xml
Nytimes,1987,0004720.xml
Nytimes,1987,0004730.xml
Nytimes,1987,0004736.xml
Nytimes,1987,0004838.xml
Nytimes,1987,0004937.xml
Nytimes,1987,0005009.xml
Nytimes,1987,0005020.xml
Nytimes,1987,0005027.xml
Nytimes,1987,0005102.xml
Nytimes,1987,0005123.xml
Nytimes,1987,0005228.xml
Nytimes,1987,0005245.xml
Nytimes,1987,0005276.xml
Nytimes,1987,0005355.xml
Nytimes,1987,0005395.xml
Nytimes,1987,0005424.xml
Nytimes,1987,0005500.xml
Nytimes,1987,0005600.xml
Nytimes,1987,0005602.xml
Nytimes,1987,0005624.xml
Nytimes,1987,0005715.xml
Nytimes,1987,0005728.xml
Nytimes,1987,0005879.xml
Nytimes,1987,0005967.xml
Nytimes,1987,0006021.xml
Nytimes,1987,0006094.xml
Nytimes,1987,0006250.xml
Nytimes,1987,0006304.xml
Nytimes,1987,0006354.xml
Nytimes,1987,0006529.xml
Nytimes,1987,0006634.xml
Nytimes,1987,0006735.xml
Nytimes,1987,0006752.xml
Nytimes,1987,0006754.xml
Nytimes,1987,0006779.xml
Nytimes,1987,0006841.xml
Nytimes,1987,0006914.xml
Nytimes,1987,0006938.xml
Nytimes,1987,0007104.xml
Nytimes,1987,0007174.xml
Nytimes,1987,0007179.xml
Nytimes,1987,0007212.xml
Nytimes,1987,0007215.xml
Nytimes,1987,0007238.xml
Nytimes,1987,0007243.xml
Nytimes,1987,0007302.xml
Nytimes,1987,0007355.xml
Nytimes,1987,0007391.xml
Nytimes,1987,0007418.xml
Nytimes,1987,0007557.xml
Nytimes,1987,0007590.xml
Nytimes,1987,0007655.xml
Nytimes,1987,0007712.xml
Nytimes,1987,0007726.xml
Nytimes,1987,0007749.xml
Nytimes,1987,0007857.xml
Nytimes,1987,0007891.xml
Nytimes,1987,0007909.xml
Nytimes,1987,0007951.xml
Nytimes,1987,0007982.xml
Nytimes,1987,0008017.xml
Nytimes,1987,0008022.xml
Nytimes,1987,0008060.xml
Nytimes,1987,0008140.xml
Nytimes,1987,0008219.xml
Nytimes,1987,0008277.xml
Nytimes,1987,0008308.xml
Nytimes,1987,0008370.xml
Nytimes,1987,0008398.xml
Nytimes,1987,0008495.xml
Nytimes,1987,0008613.xml
Nytimes,1987,0008703.xml
Nytimes,1987,0008776.xml
Nytimes,1987,0008838.xml
Nytimes,1987,0008877.xml
Nytimes,1987,0008930.xml
Nytimes,1987,0008983.xml
Nytimes,1987,0009077.xml
Nytimes,1987,0009145.xml
Nytimes,1987,0009165.xml
Nytimes,1987,0009182.xml
Nytimes,1987,0009184.xml
Nytimes,1987,0009237.xml
Nytimes,1987,0009249.xml
Nytimes,1987,0009333.xml
Nytimes,1987,0009411.xml
Nytimes,1987,0009473.xml
Nytimes,1987,0009524.xml
Nytimes,1987,0009614.xml
Nytimes,1987,0009644.xml
Nytimes,1987,0009703.xml
Nytimes,1987,0009711.xml
Nytimes,1987,0009777.xml
Nytimes,1987,0009805.xml
Nytimes,1987,0009809.xml
Nytimes,1987,0009850.xml
Nytimes,1987,0010051.xml
Nytimes,1987,0010150.xml
Nytimes,1987,0010300.xml
Nytimes,1987,0010389.xml
Nytimes,1987,0010431.xml
Nytimes,1987,0010446.xml
Nytimes,1987,0010513.xml
Nytimes,1987,0010558.xml
Nytimes,1987,0010583.xml
Nytimes,1987,0010618.xml
Nytimes,1987,0010672.xml
Nytimes,1987,0010767.xml
Nytimes,1987,0010770.xml
Nytimes,1987,0010812.xml
Nytimes,1987,0010837.xml
Nytimes,1987,0010914.xml
Nytimes,1987,0010962.xml
Nytimes,1987,0011030.xml
Nytimes,1987,0011077.xml
Nytimes,1987,0011139.xml
Nytimes,1987,0011147.xml
Nytimes,1987,0011158.xml
Nytimes,1987,0011278.xml
Nytimes,1987,0011370.xml
Nytimes,1987,0011444.xml
Nytimes,1987,0011516.xml
Nytimes,1987,0011594.xml
Nytimes,1987,0011631.xml
Nytimes,1987,0011633.xml
Nytimes,1987,0011699.xml
Nytimes,1987,0011758.xml
Nytimes,1987,0011864.xml
Nytimes,1987,0011897.xml
Nytimes,1987,0011928.xml
Nytimes,1987,0012103.xml
Nytimes,1987,0012183.xml
Nytimes,1987,0012231.xml
Nytimes,1987,0012346.xml
Nytimes,1987,0012351.xml
Nytimes,1987,0012566.xml
Nytimes,1987,0012605.xml
Nytimes,1987,0012633.xml
Nytimes,1987,0012659.xml
Nytimes,1987,0012693.xml
Nytimes,1987,0012694.xml
Nytimes,1987,0012712.xml
Nytimes,1987,0012729.xml
Nytimes,1987,0012764.xml
Nytimes,1987,0012803.xml
Nytimes,1987,0012835.xml
Nytimes,1987,0012874.xml
Nytimes,1987,0012916.xml
Nytimes,1987,0012996.xml
Nytimes,1987,0013006.xml
Nytimes,1987,0013069.xml
Nytimes,1987,0013072.xml
Nytimes,1987,0013074.xml
Nytimes,1987,0013118.xml
Nytimes,1987,0013214.xml
Nytimes,1987,0013281.xml
Nytimes,1987,0013307.xml
Nytimes,1987,0013363.xml
Nytimes,1987,0013369.xml
Nytimes,1987,0013499.xml
Nytimes,1987,0013530.xml
Nytimes,1987,0013670.xml
Nytimes,1987,0013693.xml
Nytimes,1987,0013723.xml
Nytimes,1987,0013733.xml
Nytimes,1987,0013810.xml
Nytimes,1987,0013895.xml
Nytimes,1987,0013903.xml
Nytimes,1987,0013997.xml
Nytimes,1987,0014016.xml
Nytimes,1987,0014112.xml
Nytimes,1987,0014170.xml
Nytimes,1987,0014266.xml
Nytimes,1987,0014274.xml
Nytimes,1987,0014319.xml
Nytimes,1987,0014397.xml
Nytimes,1987,0014403.xml
Nytimes,1987,0014473.xml
Nytimes,1987,0014592.xml
Nytimes,1987,0014638.xml
Nytimes,1987,0014668.xml
Nytimes,1987,0014683.xml
Nytimes,1987,0014807.xml
Nytimes,1987,0014828.xml
Nytimes,1987,0014879.xml
Nytimes,1987,0014933.xml
Nytimes,1987,0015012.xml
Nytimes,1987,0015015.xml
Nytimes,1987,0015062.xml
Nytimes,1987,0015099.xml
Nytimes,1987,0015234.xml
Nytimes,1987,0015245.xml
Nytimes,1987,0015269.xml
Nytimes,1987,0015332.xml
Nytimes,1987,0015406.xml
Nytimes,1987,0015526.xml
Nytimes,1987,0015551.xml
Nytimes,1987,0015570.xml
Nytimes,1987,0015574.xml
Nytimes,1987,0015750.xml
Nytimes,1987,0015807.xml
Nytimes,1987,0015830.xml
Nytimes,1987,0015954.xml
Nytimes,1987,0015987.xml
Nytimes,1987,0015998.xml
Nytimes,1987,0016043.xml
Nytimes,1987,0016103.xml
Nytimes,1987,0016174.xml
Nytimes,1987,0016340.xml
Nytimes,1987,0016402.xml
Nytimes,1987,0016415.xml
Nytimes,1987,0016511.xml
Nytimes,1987,0016539.xml
Nytimes,1987,0016603.xml
Nytimes,1987,0016606.xml
Nytimes,1987,0016619.xml
Nytimes,1987,0016648.xml
Nytimes,1987,0016659.xml
Nytimes,1987,0016666.xml
Nytimes,1987,0016685.xml
Nytimes,1987,0016729.xml
Nytimes,1987,0016732.xml
Nytimes,1987,0016786.xml
Nytimes,1987,0016805.xml
Nytimes,1987,0016850.xml
Nytimes,1987,0016959.xml
Nytimes,1987,0016976.xml
Nytimes,1987,0017018.xml
Nytimes,1987,0017024.xml
Nytimes,1987,0017027.xml
Nytimes,1987,0017081.xml
Nytimes,1987,0017115.xml
Nytimes,1987,0017160.xml
Nytimes,1987,0017245.xml
Nytimes,1987,0017248.xml
Nytimes,1987,0017342.xml
Nytimes,1987,0017486.xml
Nytimes,1987,0017597.xml
Nytimes,1987,0017697.xml
Nytimes,1987,0017726.xml
Nytimes,1987,0017737.xml
Nytimes,1987,0017742.xml
Nytimes,1987,0017809.xml
Nytimes,1987,0017913.xml
Nytimes,1987,0017987.xml
Nytimes,1987,0018054.xml
Nytimes,1987,0018085.xml
Nytimes,1987,0018192.xml
Nytimes,1987,0018199.xml
Nytimes,1987,0018299.xml
Nytimes,1987,0018309.xml
Nytimes,1987,0018370.xml
Nytimes,1987,0018371.xml
Nytimes,1987,0018378.xml
Nytimes,1987,0018447.xml
Nytimes,1987,0018456.xml
Nytimes,1987,0018501.xml
Nytimes,1987,0018569.xml
Nytimes,1987,0018601.xml
Nytimes,1987,0018617.xml
Nytimes,1987,0018676.xml
Nytimes,1987,0018771.xml
Nytimes,1987,0018869.xml
Nytimes,1987,0018930.xml
Nytimes,1987,0018935.xml
Nytimes,1987,0019008.xml
Nytimes,1987,0019036.xml
Nytimes,1987,0019061.xml
Nytimes,1987,0019134.xml
Nytimes,1987,0019202.xml
Nytimes,1987,0019241.xml
Nytimes,1987,0019254.xml
Nytimes,1987,0019355.xml
Nytimes,1987,0019362.xml
Nytimes,1987,0019364.xml
Nytimes,1987,0019368.xml
Nytimes,1987,0019376.xml
Nytimes,1987,0019440.xml
Nytimes,1987,0019488.xml
Nytimes,1987,0019503.xml
Nytimes,1987,0019554.xml
Nytimes,1987,0019641.xml
Nytimes,1987,0019658.xml
Nytimes,1987,0019676.xml
Nytimes,1987,0019726.xml
Nytimes,1987,0019739.xml
Nytimes,1987,0019768.xml
Nytimes,1987,0019777.xml
Nytimes,1987,0019796.xml
Nytimes,1987,0019815.xml
Nytimes,1987,0019835.xml
Nytimes,1987,0019924.xml
Nytimes,1987,0019947.xml
Nytimes,1987,0019993.xml
Nytimes,1987,0020089.xml
Nytimes,1987,0020137.xml
Nytimes,1987,0020144.xml
Nytimes,1987,0020166.xml
Nytimes,1987,0020197.xml
Nytimes,1987,0020336.xml
Nytimes,1987,0020393.xml
Nytimes,1987,0020408.xml
Nytimes,1987,0020427.xml
Nytimes,1987,0020441.xml
Nytimes,1987,0020515.xml
Nytimes,1987,0020527.xml
Nytimes,1987,0020573.xml
Nytimes,1987,0020656.xml
Nytimes,1987,0020695.xml
Nytimes,1987,0020706.xml
Nytimes,1987,0020726.xml
Nytimes,1987,0020746.xml
Nytimes,1987,0020775.xml
Nytimes,1987,0020795.xml
Nytimes,1987,0020798.xml
Nytimes,1987,0020817.xml
Nytimes,1987,0020827.xml
Nytimes,1987,0020842.xml
Nytimes,1987,0020900.xml
Nytimes,1987,0021025.xml
Nytimes,1987,0021037.xml
Nytimes,1987,0021066.xml
Nytimes,1987,0021101.xml
Nytimes,1987,0021119.xml
Nytimes,1987,0021122.xml
Nytimes,1987,0021127.xml
Nytimes,1987,0021214.xml
Nytimes,1987,0021264.xml
Nytimes,1987,0021271.xml
Nytimes,1987,0021318.xml
Nytimes,1987,0021338.xml
Nytimes,1987,0021351.xml
Nytimes,1987,0021359.xml
Nytimes,1987,0021410.xml
Nytimes,1987,0021421.xml
Nytimes,1987,0021476.xml
Nytimes,1987,0021493.xml
Nytimes,1987,0021517.xml
Nytimes,1987,0021608.xml
Nytimes,1987,0021665.xml
Nytimes,1987,0021695.xml
Nytimes,1987,0021722.xml
Nytimes,1987,0021750.xml
Nytimes,1987,0021767.xml
Nytimes,1987,0021782.xml
Nytimes,1987,0021803.xml
Nytimes,1987,0021823.xml
Nytimes,1987,0022177.xml
